UserID,Username,FirstName,VIP,Banned,JoinDate
8064250098,aloneiste,{𝓐𝓛𝓞𝓝𝓔} </>,0,0,2026-05-24 03:34:08
8230461239,,No name,0,0,2026-05-24 03:34:30
